0    Total                    36.9024                  
1    IntermediateCut          35.3081                  
2    Uncategorised            3.64262                  
3    ResolvedCut              1.22474                  
4    BoostedCut               0.827824                 
4    (Passed)                 0.827824                   (0.827824)
