# signal source weight pt_H0 pt_H1 pt_HH m_H0 m_H1 m_HH dR_HH dPhi_HH dEta_HH chi_HH pt_H0_sub0 pt_H0_sub1 pt_H1_sub0 pt_H1_sub1 split12_fj1 split12_fj2 tau21_fj1 tau21_fj2 C2_fj1 C2_fj2 D2_fj1 D2_fj2
1	diHiggs_LAM9	1.08496e-08	275.326	221.568	230.708	98.2086	120.844	553.366	2.37285	-2.19868	0.985102	2.44079	187.775	77.1246	129.404	90.8187	54.528	105.664	0.300624	0.139969	0.109771	0.0336548	0.910549	0.131273	
1	diHiggs_LAM9	8.67966e-07	403.306	383.369	115.324	130.256	88.7564	958.963	3.08964	-2.85171	1.232	3.28373	360.297	57.2587	307.139	78.456	51.4446	41.2028	0.212453	0.259519	0.0425498	0.0680552	0.427103	1.32444	
1	diHiggs_LAM9	1.08496e-08	435.85	313.776	122.749	115.282	122.791	810.743	3.15973	3.10683	0.609285	1.77851	250.448	189.1	141.326	118.993	94.9897	70.9548	0.192897	0.510853	0.0179417	0.182062	0.2711	1.30345	
1	diHiggs_LAM9	1.08496e-08	358.641	338.675	102.235	135.722	137.11	743.126	2.8553	-2.8529	0.120601	1.12438	217.35	126.541	230.386	112.924	78.8843	87.3464	0.420388	0.299109	0.214862	0.0839457	1.62956	0.561199	
1	diHiggs_LAM9	1.3562e-10	652.387	640.233	235.367	134.949	109.773	1718.83	3.18261	-2.77586	1.57967	4.74359	564.315	86.4087	542.157	70.788	40.2794	28.0869	0.316969	0.659071	0.239771	0.192182	7.05042	7.01997	
1	diHiggs_LAM9	6.94373e-05	446.377	384.002	151.413	160.613	145.517	874.007	2.80999	2.80679	0.14203	1.14364	242.263	160.611	313.879	63.3655	104.041	60.6707	0.351755	0.16575	0.0978963	0.0932615	0.818632	0.704066	
1	diHiggs_LAM9	1.08496e-07	470.309	428.457	60.6105	153.87	162.161	1026.75	3.14523	3.04389	0.806715	2.20769	346.906	66.309	275.454	106.958	82.0183	88.2208	0.434116	0.423173	0.0776943	0.0801106	0.762572	0.608151	
1	diHiggs_LAM9	1.08496e-08	482.259	446.802	410.381	89.3954	123.607	924.726	2.33446	-2.22954	0.687199	1.99773	317.57	162.461	384.044	60.826	60.313	46.3727	0.215862	0.239986	0.0309252	0.140741	0.914956	1.91663	
1	diHiggs_LAM9	1.08496e-08	265.928	247.569	46.5548	86.627	105.687	601.359	3.10282	2.97466	0.943855	2.41705	161.572	99.5532	121.265	112.912	59.6325	83.6796	0.286235	0.259019	0.194748	0.226211	1.91431	1.35384	
1	diHiggs_LAM9	8.67966e-07	300.297	285.14	25.588	123.617	109.422	676.088	3.16456	-3.07113	0.790716	2.14537	161.48	137.381	216.1	65.17	105.303	59.4467	0.207648	0.241058	0.0446268	0.160965	0.285262	1.17841	
1	diHiggs_LAM9	1.08496e-08	248.718	247.426	9.20401	121.044	132.651	558.146	3.10687	-3.10486	0.132717	1.11829	76.2943	70.4957	112.996	65.3943	50.2874	98.1646	0.558178	0.550836	0.215941	0.273409	1.03727	1.12574	
1	diHiggs_LAM9	8.67966e-07	262.519	239.04	97.3807	144.571	121.504	587.431	2.83123	-2.76205	0.683838	1.86276	166.846	92.8452	110.089	107.178	112.405	103.255	0.214304	0.234271	0.274887	0.1024	1.08194	0.436692	
1	diHiggs_LAM9	1.08496e-08	336.632	284.425	94.2284	134.248	115.269	762.644	3.0824	2.8874	1.13775	2.94154	221.304	116.2	145.113	101.068	88.7621	72.4153	0.16028	0.559344	0.0933461	0.261141	0.654204	1.77088	
1	diHiggs_LAM9	1.08496e-08	237.032	232.731	45.8597	92.4979	141.815	583.681	3.09149	2.94689	1.05404	2.54575	144.371	82.4832	100.495	99.422	60.755	105.306	0.290139	0.412068	0.0552793	0.343386	0.394364	1.11986	
1	diHiggs_LAM9	6.94373e-05	315.002	248.573	66.8743	129.809	111.774	626.69	3.14971	-3.11403	0.481296	1.60436	253.893	61.1081	162.409	93.6267	60.6089	82.6586	0.031629	0.0923612	0.00442396	0.0242879	0.0286097	0.132282	
1	diHiggs_LAM9	6.94373e-05	475.687	435.799	46.2484	133.662	141.281	1017.62	3.17832	-3.09018	0.773394	2.10292	235.234	227.945	329.914	94.4371	122.459	64.9814	0.112631	0.348119	0.0297489	0.165685	0.391404	1.70061	
1	diHiggs_LAM9	1.3562e-10	378.397	368.547	24.4506	131.339	117.628	827.617	3.14729	3.08166	0.661255	1.89536	164.366	163.502	282.57	54.4237	93.0258	49.85	0.444524	0.542103	0.245735	0.239788	2.14947	2.44871	
1	diHiggs_LAM9	8.67966e-07	298.689	260.597	144.223	103.256	135.844	604.191	2.66548	-2.6377	0.379941	1.46795	201.522	62.6602	133.872	76.3587	34.3191	74.4729	0.692529	0.459869	0.410452	0.216718	3.68921	0.913747	
1	diHiggs_LAM9	1.08496e-08	289.445	256.246	33.4435	110.986	99.5656	748.995	3.45533	3.12677	1.54679	4.35177	222.338	74.0021	139.249	81.6412	61.9226	59.915	0.128983	0.365689	0.0351199	0.0938137	0.260986	0.658053	
