# signal source weight pt_H0 pt_H1 pt_HH m_H0 m_H1 m_HH dR_HH dPhi_HH dEta_HH chi_HH pt_H0_sub0 pt_H0_sub1 pt_H1_sub0 pt_H1_sub1 split12_fj tau21_fj C2_fj D2_fj
1	diHiggs_LAM-1	3.34812e-08	475.898	199.53	283.778	120.894	103.57	1004.36	3.52577	-2.93213	2.07986	7.08491	382.723	76.514	130.332	69.7302	52.4982	0.397804	0.111868	1.79237	
1	diHiggs_LAM-1	2.67849e-07	319.225	139.406	198.331	143.206	108.074	492.479	2.75672	-2.74233	0.248293	1.32482	158.545	106.201	102.591	67.3608	78.9874	0.386069	0.270672	1.45537	
1	diHiggs_LAM-1	2.1428e-05	211.155	202.859	82.7749	118.342	133.161	593.422	3.05483	-2.74099	1.40836	3.85241	62.4062	55.2805	153.338	69.7028	59.4169	0.572128	0.455549	1.29843	
1	diHiggs_LAM-1	4.18515e-11	231.404	190.298	41.6417	112.318	138.539	518.42	3.18028	3.10984	0.678578	1.94571	75.6914	58.5023	161.306	67.2874	73.8684	0.640628	0.250563	1.19757	
1	diHiggs_LAM-1	2.1428e-05	247.015	187.585	66.2167	117.125	105.608	494.269	3.03333	3.00583	0.425528	1.50313	140.407	107.345	142.537	47.7419	108.818	0.163656	0.052021	0.266161	
1	diHiggs_LAM-1	4.18515e-10	211.933	154.303	99.6681	100.956	91.0207	513.271	3.04582	2.68804	1.49497	4.18825	101.788	75.7931	87.7782	85.4658	78.9596	0.393734	0.197423	0.987923	
1	diHiggs_LAM-1	2.67849e-07	234.403	133.705	114.104	88.7869	122.629	416.759	2.83736	2.8373	0.188647	1.01851	186.646	52.3388	105.144	46.0365	46.4418	0.122724	0.0365315	0.273735	
1	diHiggs_LAM-1	2.1428e-05	207.274	159.907	74.1956	100.497	122.16	425.362	2.82728	2.82661	0.0364291	1.06341	153.738	52.6598	137.197	62.8715	61.7497	0.261204	0.115523	0.567285	
1	diHiggs_LAM-1	2.1428e-05	229.639	164.184	122.093	113.573	104.453	453.017	2.66703	-2.60437	0.646484	1.77666	112.115	108.496	112.419	68.7542	96.8573	0.151056	0.108095	0.499395	
1	diHiggs_LAM-1	2.1428e-05	247.686	236.835	15.1816	127.647	132.98	550.355	3.09847	3.09775	0.0804779	1.06905	99.7233	69.9554	183.135	94.9974	68.865	0.464886	0.195677	0.724858	
