0    Total                    9.97673e+09              
1    Uncategorised            8.68609e+07              
2    ResolvedCut              1.41616e+07              
3    IntermediateCut          1.32405e+06              
4    BoostedCut               4286.76                  
4    (Passed)                 4287.35                    (4286.76)
