0    Total                    1.12149e+06              
1    Uncategorised            9829.81                  
2    ResolvedCut              1970.87                  
3    IntermediateCut          1148.41                  
4    BoostedCut               1052.09                  
4    (Passed)                 1052.09                    (1052.09)
