0	SHERPA_QCD2b2j	0.00727071	73.016	59.3397	22.5077	113.783	128.715	374.812	3.30545	2.86917	2.49761	72.7408	57.5846	84.6667	49.8903	
0	SHERPA_QCD2b2j	9.08839e-05	164.35	126.578	37.8289	145.423	130.724	423.698	3.20254	3.12718	0.809073	92.9006	71.4604	134.891	45.9853	
0	SHERPA_QCD2b2j	0.00727071	120.091	101.194	27.5295	154.223	115.298	350.577	2.97064	-2.95974	0.348551	146.069	48.7581	71.7306	43.4846	
0	SHERPA_QCD2b2j	9.08839e-05	46.9414	33.7408	54.9733	117.773	138.818	284.552	1.84081	1.67195	1.2614	55.7274	48.3371	80.0577	46.3188	
0	SHERPA_QCD2b2j	9.08839e-05	245.17	104.025	146.075	122.264	153.267	562.614	3.2477	-2.90541	1.84797	130.787	126.043	73.6933	57.0793	
0	SHERPA_QCD2b2j	0.00727071	79.0063	53.1203	89.2649	90.7544	99.5552	238.911	1.90672	1.70169	1.2661	53.1875	43.2068	68.5238	42.1471	
0	SHERPA_QCD2b2j	9.08839e-05	44.5149	42.3305	49.4677	153.624	120.464	624.724	3.43423	1.93045	5.10254	88.3892	44.864	60.9607	45.076	
0	SHERPA_QCD2b2j	0.00727071	153.413	107.918	108.386	127.287	140.207	386.888	2.4686	2.35708	0.684687	85.8219	69.5443	80.0249	51.2214	
0	SHERPA_QCD2b2j	0.00727071	37.7329	23.2037	15.1873	113.078	115.048	236.112	2.99215	2.99199	0.352464	68.1116	40.768	68.8759	46.3201	
0	SHERPA_QCD2b2j	0.00727071	91.0521	47.0164	70.7324	137.753	136.46	349.406	2.51703	2.26809	1.82926	51.2432	46.5733	79.8193	50.4152	
0	SHERPA_QCD2b2j	9.08839e-05	94.4986	15.4248	89.6805	96.1368	120.098	242.803	1.9904	-1.9671	1.91491	51.6508	49.2693	54.7994	41.2401	
0	SHERPA_QCD2b2j	0.00727071	66.4079	38.5133	29.6073	118.662	135.18	330.414	3.19688	2.94505	1.37812	52.409	40.4918	84.8066	48.7714	
0	SHERPA_QCD2b2j	1.13605e-05	93.274	80.564	18.6881	116.575	136.207	377.108	3.26468	2.98338	1.83906	51.0826	42.2592	89.3298	41.5414	
0	SHERPA_QCD2b2j	0.00727071	21.9592	6.9707	20.7611	99.6713	135.743	363.68	2.75635	-1.90277	6.20873	51.4979	46.4245	53.1314	49.9279	
0	SHERPA_QCD2b2j	0.581657	34.8244	20.9103	22.3403	157.942	138.226	412.387	2.9939	-2.482	4.34642	51.7652	50.67	63.8874	56.8687	
0	SHERPA_QCD2b2j	0.000908839	56.9095	26.9819	69.5637	120.169	111.167	242.842	1.34747	1.28276	1.05653	68.9498	53.2957	62.4099	50.0089	
0	SHERPA_QCD2b2j	9.08839e-05	60.9338	16.6423	45.9691	127.887	145.261	422.19	3.33351	-2.75273	3.82923	81.0013	47.4561	72.3471	55.8165	
0	SHERPA_QCD2b2j	9.08839e-05	45.7407	16.7209	32.1724	111.911	112.551	244.786	2.71118	-2.63393	0.0626452	56.8053	46.9119	49.1836	48.3365	
0	SHERPA_QCD2b2j	9.08839e-05	160.345	142.268	90.0732	122.908	160.21	414.847	2.57944	-2.54871	0.272573	111.273	63.5442	125.706	80.5947	
0	SHERPA_QCD2b2j	0.00727071	81.0446	50.6093	30.4475	148.604	131.941	415.365	3.51969	-3.12815	2.69724	68.7901	56.7068	78.488	48.8862	
0	SHERPA_QCD2b2j	0.581657	22.4859	20.0146	29.5545	117.368	106.903	308.126	2.29822	-1.60717	3.76898	60.588	41.0869	49.238	46.7282	
0	SHERPA_QCD2b2j	1.13605e-06	295.281	226.612	69.3537	138.33	133.747	620.17	3.17936	-3.10402	0.775762	159.216	137.193	203.355	55.5894	
