0    Total                    9.97673e+09              
1    IntermediateCut          9.9639e+09               
2    Uncategorised            7.40234e+07              
3    ResolvedCut              1.32405e+06              
4    BoostedCut               4287.58                  
4    (Passed)                 4288.18                    (4287.58)
