# signal source weight pt_H0 pt_H1 pt_HH m_H0 m_H1 m_HH dR_HH dPhi_HH dEta_HH chi_HH pt_H0_sub0 pt_H0_sub1 pt_H1_sub0 pt_H1_sub1 split12_fj1 split12_fj2 tau21_fj1 tau21_fj2 C2_fj1 C2_fj2 D2_fj1 D2_fj2
1	diHiggs_LAM-3	7.7563e-09	265.322	220.083	46.7196	101.841	99.7793	715.004	3.5106	-3.09331	1.77145	5.25953	114.544	103.24	148.69	55.8259	60.5278	60.4464	0.501349	0.234437	0.189434	0.153079	1.43649	0.845652	
1	diHiggs_LAM-3	7.7563e-09	369.183	367.758	18.9862	145.413	91.7155	1040.15	3.48365	3.09021	1.67966	4.99404	267.998	74.4649	258.787	106.596	71.9194	56.6714	0.369476	0.351538	0.306204	0.0471179	2.169	0.784417	
1	diHiggs_LAM-3	4.96403e-05	324.907	310.579	19.8008	123.594	122.507	700.775	3.13526	3.09857	0.511937	1.61323	167.758	152.411	235.581	85.218	113.096	76.3908	0.17416	0.175588	0.0256607	0.0410147	0.188395	0.289169	
1	diHiggs_LAM-3	6.20504e-07	294.233	278.506	55.034	133.532	105.108	888.991	3.46418	2.9571	1.90329	6.07671	215.328	92.8008	196.076	53.3254	87.0703	57.2394	0.153493	0.334974	0.0744862	0.167291	0.404306	1.3221	
1	diHiggs_LAM-3	7.7563e-09	462.338	356.66	142.585	113.426	128.542	940.697	3.05546	2.90532	0.930608	2.57546	372.417	65.2995	190.512	156.137	28.7973	123.305	0.725203	0.191864	0.19248	0.0269833	3.4584	0.225807	
1	diHiggs_LAM-3	4.96403e-05	303.116	275.457	63.9402	127.9	115.284	655.422	3.00764	2.94175	0.668463	1.87024	209.394	98.856	170.317	101.051	85.5192	82.2012	0.0652877	0.127002	0.015536	0.0546196	0.0949567	0.340383	
1	diHiggs_LAM-3	4.96403e-05	251.652	240.466	11.6421	122.783	117.711	564.948	3.16848	-3.12848	0.548004	1.65188	145.787	113.958	133.404	93.4937	106.396	100.345	0.113133	0.144882	0.0762846	0.0284516	0.365716	0.130318	
1	diHiggs_LAM-3	4.96403e-05	362.178	322.787	59.1296	115.93	136.96	734.744	3.02377	-3.01253	0.232692	1.29755	204.405	170.499	246.229	59.2368	106.156	57.0186	0.0742563	0.285828	0.0104286	0.164457	0.10933	0.999062	
1	diHiggs_LAM-3	9.69537e-11	343.087	276.745	181.244	133.314	149.532	661.962	2.59553	-2.58714	0.203047	1.23178	201.311	78.4847	117.559	109.189	73.5577	102.849	0.651273	0.289571	0.301822	0.200416	2.19432	0.770231	
1	diHiggs_LAM-3	6.20504e-07	414.646	393.512	21.2276	161.823	131.391	860.096	3.13721	3.13664	0.0430034	1.06179	343.406	64.008	201.377	197.952	80.5163	126.988	0.159216	0.0524244	0.0751013	0.0258327	0.530958	0.245246	
1	diHiggs_LAM-3	6.20504e-07	226.897	226.616	20.8756	87.9362	112.01	641.28	3.39702	3.04951	1.55008	4.46712	159.48	56.3097	111.651	110.564	43.5095	95.4557	0.300245	0.191946	0.20077	0.0344679	1.45532	0.167543	
1	diHiggs_LAM-3	6.20504e-07	376.534	260.279	122.323	135.23	119.631	684.546	3.03745	3.01998	0.363342	1.38442	187.121	183.509	144.454	50.9206	114.174	43.2324	0.252556	0.644059	0.0459498	0.350623	0.378884	1.83308	
1	diHiggs_LAM-3	6.20504e-07	339.52	325.299	142.073	163.974	117.659	765.214	2.82237	2.71296	0.848655	2.17759	212.892	75.371	291.965	52.0794	95.5231	50.5035	0.395578	0.204119	0.237778	0.0329612	1.14505	0.26779	
1	diHiggs_LAM-3	4.96403e-05	293.624	284.057	84.3846	131.557	130.268	830.759	3.24554	2.85026	1.66065	4.72224	142.433	120.733	122.826	81.2458	84.6515	73.6145	0.329175	0.529249	0.317469	0.145064	1.74174	0.785986	
1	diHiggs_LAM-3	4.96403e-05	329.51	318.973	10.7476	128.438	119.493	709.013	3.16209	3.13507	0.433609	1.51065	230.143	74.4012	220.696	98.2769	77.0517	77.0519	0.197917	0.0542321	0.0375427	0.00349348	0.266252	0.026475	
1	diHiggs_LAM-3	7.7563e-09	297.155	268.475	78.238	153.168	120.117	751.784	3.14457	2.88316	1.3377	3.50879	101.923	95.0921	204.224	52.9809	106.061	60.6921	0.43565	0.258137	0.176709	0.115224	0.787508	0.640223	
1	diHiggs_LAM-3	6.20504e-07	302.083	295.522	175.896	109.528	110.463	631.681	2.59047	-2.54446	0.500851	1.62585	261.3	52.4095	145.17	125.88	48.802	80.2996	0.0740853	0.398979	0.0219518	0.225169	0.178319	1.70453	
1	diHiggs_LAM-3	7.7563e-09	383.445	344.07	130.616	134.938	97.7764	890.009	3.03404	-2.79702	1.22746	3.24015	295.142	87.4803	267.12	70.9786	70.5265	44.0973	0.044742	0.539355	0.0180007	0.118169	0.155005	1.53889	
1	diHiggs_LAM-3	4.96403e-05	358.075	317.249	62.7194	136.134	137.79	730.939	3.00874	-3.00021	0.237873	1.25411	222.937	138.216	251.323	67.5188	104.137	63.0883	0.0294937	0.287577	0.0176727	0.153875	0.13002	0.901287	
1	diHiggs_LAM-3	6.20504e-07	306.139	257.938	155.815	93.8629	90.4167	573.403	2.60972	2.608	0.106633	1.09954	216.109	63.9424	180.73	63.6095	37.8844	51.6428	0.562705	0.308369	0.233604	0.128788	2.70768	1.14284	
1	diHiggs_LAM-3	7.7563e-09	275.347	223.326	60.2861	98.154	109.578	555.866	3.06256	-3.01865	0.568992	1.67657	131.919	113.298	127.355	86.8734	82.9256	81.9082	0.363862	0.175525	0.0982934	0.179009	0.839398	0.836131	
1	diHiggs_LAM-3	4.96403e-05	413.622	286.56	131.208	131.539	127.088	759.899	3.08858	-3.0465	0.497715	1.66213	194.194	171.584	195.593	94.5892	111.826	82.2038	0.302774	0.191908	0.0888115	0.0436814	0.922875	0.249826	
1	diHiggs_LAM-3	6.20504e-07	277.666	250.596	27.8183	128.996	98.5022	600.174	3.17323	-3.1173	0.593601	1.8097	192.269	73.1582	187.009	59.2268	76.6606	53.509	0.300355	0.2235	0.246274	0.115085	1.273	0.809999	
1	diHiggs_LAM-3	7.7563e-09	438.734	437.751	163.994	128.328	128.268	1019.32	2.94414	2.76517	1.03426	2.7479	351.679	87.1454	304.279	64.7801	61.0796	73.7763	0.0399628	0.340172	0.0137615	0.0877746	0.172411	1.07271	
1	diHiggs_LAM-3	6.20504e-07	348.471	282.099	177.783	120.493	128.09	661.103	2.62303	2.6093	0.278442	1.30742	266.656	87.856	140.853	70.8812	67.3553	62.1311	0.0918347	0.584134	0.0150388	0.193198	0.134566	1.02767	
1	diHiggs_LAM-3	6.20504e-07	397.758	286.944	285.795	93.8181	122.181	691.508	2.4061	2.34058	0.603402	1.7466	239.812	148.869	161.296	130.331	70.293	104.202	0.189931	0.112661	0.0448495	0.0320202	0.828443	0.191759	
1	diHiggs_LAM-3	4.96403e-05	377.445	257.668	267.386	125.235	127.244	752.016	2.61959	-2.3549	1.19875	3.15019	262.903	107.911	124.762	111.78	76.1311	98.6276	0.11433	0.222299	0.0157998	0.189939	0.151451	0.858394	
1	diHiggs_LAM-3	4.96403e-05	291.196	262.333	29.1496	128.653	114.091	719.987	3.35731	3.12684	1.3182	3.39549	180.671	118.877	179.281	55.3628	103.914	72.9165	0.118969	0.298289	0.0424221	0.164695	0.24188	0.972459	
1	diHiggs_LAM-3	6.20504e-07	289.073	282.2	14.282	131.86	116.403	629.94	3.11244	-3.09775	0.331116	1.3525	205.24	97.3845	135.293	73.371	89.5842	87.7109	0.0998522	0.42434	0.0435935	0.14464	0.236478	0.931456	
