SHERPA_QCD2b2j	0	9.08839e-05	0.828667
SHERPA_QCD2b2j	0	9.08839e-05	0.054049
SHERPA_QCD2b2j	0	0.00727071	0.971689
SHERPA_QCD2b2j	0	9.08839e-05	0.1714
SHERPA_QCD2b2j	0	0.00727071	0.101331
SHERPA_QCD2b2j	0	9.08839e-05	0.601781
SHERPA_QCD2b2j	0	9.08839e-05	0.48604
SHERPA_QCD2b2j	0	9.08839e-05	0.085691
SHERPA_QCD2b2j	0	0.0727071	0.218007
SHERPA_QCD2b2j	0	9.08839e-05	0.0136194
SHERPA_QCD2b2j	0	0.0727071	0.0199809
SHERPA_QCD2b2j	0	0.0727071	0.704951
SHERPA_QCD2b2j	0	0.00727071	0.326853
SHERPA_QCD2b2j	0	1.13605e-05	0.0218467
SHERPA_QCD2b2j	0	1.13605e-06	0.117579
SHERPA_QCD2b2j	0	0.00727071	0.497821
SHERPA_QCD2b2j	0	0.00727071	0.0566069
SHERPA_QCD2b2j	0	0.00727071	0.0358537
SHERPA_QCD2b2j	0	1.13605e-06	0.130807
SHERPA_QCD2b2j	0	0.000908839	0.241723
SHERPA_QCD2b2j	0	0.00727071	0.752072
SHERPA_QCD2b2j	0	0.00727071	0.0477119
SHERPA_QCD2b2j	0	0.000908839	0.0958193
SHERPA_QCD2b2j	0	9.08839e-05	0.901071
SHERPA_QCD2b2j	0	9.08839e-05	0.147041
SHERPA_QCD2b2j	0	0.00727071	0.025406
SHERPA_QCD2b2j	0	0.00727071	0.335138
SHERPA_QCD2b2j	0	9.08839e-05	0.00997715
SHERPA_QCD2b2j	0	0.00727071	0.356512
SHERPA_QCD2b2j	0	9.08839e-05	0.0155937
SHERPA_QCD2b2j	0	0.00727071	0.0330348
SHERPA_QCD2b2j	0	9.08839e-05	0.0537461
SHERPA_QCD2b2j	0	0.581657	0.253132
SHERPA_QCD2b2j	0	0.00727071	0.0580963
SHERPA_QCD2b2j	0	0.00727071	0.153536
SHERPA_QCD2b2j	0	9.08839e-05	0.0604153
SHERPA_QCD2b2j	0	0.000908839	0.0220442
SHERPA_QCD2b2j	0	1.13605e-06	0.519406
SHERPA_QCD2b2j	0	0.00727071	0.896689
SHERPA_QCD2b2j	0	9.08839e-05	0.905384
SHERPA_QCD2b2j	0	9.08839e-05	0.0215934
SHERPA_QCD2b2j	0	1.13605e-06	0.0541425
SHERPA_QCD2b2j	0	1.13605e-06	0.252992
SHERPA_QCD2b2j	0	1.13605e-06	0.0346569
SHERPA_QCD2b2j	0	0.00727071	0.212219
SHERPA_QCD2b2j	0	0.00727071	0.909672
SHERPA_QCD2b2j	0	0.581657	0.751572
SHERPA_QCD2b2j	0	9.08839e-05	0.0155675
SHERPA_QCD2b2j	0	0.00727071	0.576779
SHERPA_QCD2b2j	0	9.08839e-05	0.0707378
SHERPA_QCD2b2j	0	9.08839e-05	0.0958349
SHERPA_QCD2b2j	0	1.13605e-06	0.0937305
SHERPA_QCD2b2j	0	0.00727071	0.812044
SHERPA_QCD2b2j	0	9.08839e-05	0.334737
SHERPA_QCD2b2j	0	0.00727071	0.154992
SHERPA_QCD2b2j	0	9.08839e-05	0.467531
SHERPA_QCD2b2j	0	0.00727071	0.263002
SHERPA_QCD2b2j	0	0.000908839	0.0290016
SHERPA_QCD2b2j	0	0.00727071	0.0285357
SHERPA_QCD2b2j	0	9.08839e-05	0.0541856
SHERPA_QCD2b2j	0	9.08839e-05	0.023913
SHERPA_QCD2b2j	0	9.08839e-05	0.0258297
SHERPA_QCD2b2j	0	9.08839e-05	0.628106
SHERPA_QCD2b2j	0	0.00727071	0.935786
SHERPA_QCD2b2j	0	0.00727071	0.0623663
SHERPA_QCD2b2j	0	9.08839e-05	0.706694
SHERPA_QCD2b2j	0	0.00727071	0.0296624
SHERPA_QCD2b2j	0	0.00727071	0.140693
SHERPA_QCD2b2j	0	1.13605e-05	0.0629524
SHERPA_QCD2b2j	0	0.00727071	0.959625
SHERPA_QCD2b2j	0	0.00727071	0.123348
SHERPA_QCD2b2j	0	9.08839e-05	0.0482543
SHERPA_QCD2b2j	0	9.08839e-05	0.388096
SHERPA_QCD2b2j	0	9.08839e-05	0.0453907
SHERPA_QCD2b2j	0	0.000113605	0.0647063
SHERPA_QCD2b2j	0	0.00727071	0.0203175
SHERPA_QCD2b2j	0	0.00727071	0.0981709
SHERPA_QCD2b2j	0	1.13605e-06	0.035114
SHERPA_QCD2b2j	0	0.000908839	0.0649541
SHERPA_QCD2b2j	0	0.00727071	0.432282
SHERPA_QCD2b2j	0	0.00727071	0.0197343
SHERPA_QCD2b2j	0	9.08839e-05	0.356094
SHERPA_QCD2b2j	0	0.00727071	0.0289412
SHERPA_QCD2b2j	0	0.00727071	0.0743229
SHERPA_QCD2b2j	0	0.00727071	0.164914
SHERPA_QCD2b2j	0	9.08839e-05	0.018505
SHERPA_QCD2b2j	0	0.00727071	0.0239679
SHERPA_QCD2b2j	0	9.08839e-05	0.044335
SHERPA_QCD2b2j	0	9.08839e-05	0.236383
SHERPA_QCD2b2j	0	0.00727071	0.0399262
SHERPA_QCD2b2j	0	1.13605e-06	0.028913
SHERPA_QCD2b2j	0	0.00727071	0.301804
SHERPA_QCD2b2j	0	0.00727071	0.0373775
SHERPA_QCD2b2j	0	9.08839e-05	0.0381718
SHERPA_QCD2b2j	0	0.00727071	0.257928
SHERPA_QCD2b2j	0	9.08839e-05	0.0225773
SHERPA_QCD2b2j	0	0.00727071	0.0598671
SHERPA_QCD2b2j	0	9.08839e-05	0.126349
SHERPA_QCD2b2j	0	0.00727071	0.0970373
SHERPA_QCD2b2j	0	9.08839e-05	0.108424
