# signal source weight pt_H0 pt_H1 pt_HH m_H0 m_H1 m_HH dR_HH dPhi_HH dEta_HH pt_H0_sub0 pt_H0_sub1 pt_H1_sub0 pt_H1_sub1 split12_fj tau21_fj C2_fj D2_fj
1	diHiggs_LAM3	2.8118e-06	270.928	251.088	20.1798	139.026	120.415	713.105	3.39271	3.12745	1.42736	146.632	85.1129	216.911	59.568	118.541	0.362944	0.180637	0.782399	
1	diHiggs_LAM3	3.51475e-08	328.186	180.791	186.015	118.204	115.578	640.997	2.94063	2.67143	1.23244	249.338	62.8185	114.346	95.8909	63.9544	0.265168	0.112726	0.947029	
1	diHiggs_LAM3	2.8118e-06	294.642	278.863	130.712	121.985	127.884	698.679	2.87644	-2.68496	1.11427	164.161	86.7075	231.536	52.6079	74.3693	0.294562	0.0653735	0.421399	
1	diHiggs_LAM3	2.8118e-06	214.856	121.874	93.1191	118.314	131.445	461.585	3.24843	-3.11037	1.21014	120.6	66.0953	90.532	86.354	99.306	0.301068	0.17688	0.687071	
1	diHiggs_LAM3	2.8118e-06	224.237	185.391	68.0277	133.413	121.085	546.114	3.05409	2.86683	1.12807	109.266	74.8164	150.708	66.6525	73.9062	0.547626	0.469251	1.55737	
1	diHiggs_LAM3	2.8118e-06	281.708	250.422	31.392	120.513	124.226	585.179	3.13206	3.1319	0.0555036	155.15	133.05	168.227	82.4713	104.887	0.205554	0.0760515	0.480688	
1	diHiggs_LAM3	2.8118e-06	361.04	219.479	149.394	110.243	126.47	691.398	3.13351	-2.9718	1.00624	287.488	81.7358	200.027	49.2996	58.1731	0.109677	0.0152548	0.173327	
1	diHiggs_LAM3	2.8118e-06	226.029	225.379	72.1364	127.394	122.374	510.96	2.82093	2.82062	0.0505571	112.7	101.368	169.451	88.7001	112.13	0.0950256	0.0568358	0.21402	
1	diHiggs_LAM3	2.8118e-06	281.576	230.156	62.6799	131.032	116.775	649.027	3.18726	-3.00068	1.14978	215.447	61.6766	169.96	60.2258	71.8022	0.261296	0.206409	1.07021	
1	diHiggs_LAM3	3.51475e-08	300.067	186.907	115.019	115.615	115.677	608.189	3.23856	3.05459	1.17976	237.565	59.364	125.434	92.7531	55.6749	0.232698	0.129852	0.937663	
