# signal source m4b  pt4b y4b mHiggs1  mHiggs2 DeltaR_b1b2  DeltaR_b1b3  DeltaR_b1b4  DeltaR_b2b3  DeltaR_b2b4  DeltaR_b3b4 
1	SMggHH	750.224	38.9333	-1.19438	137.323	119.679	2.90813	2.95622	0.830165	0.670477	0.670477	2.57223
1	SMggHH	623.973	44.8986	-0.42152	119.658	123.877	3.08091	0.847813	1.95559	2.37559	2.37559	2.74772
1	SMggHH	402.212	7.54992	0.53578	116.783	131.349	2.33747	2.7967	1.4083	1.40684	1.40684	1.70648
1	SMggHH	483.032	37.635	-0.61135	119.118	118.341	3.15903	1.43764	3.04275	1.74571	1.74571	3.25364
1	SMggHH	589.381	19.7724	-0.138662	138.193	118.387	3.00368	2.58602	1.07546	0.80482	0.80482	2.86466
1	SMggHH	717.555	125.852	-0.696957	120.48	126.007	3.05228	0.647051	2.63771	3.26405	3.26405	2.72272
1	SMggHH	511.918	80.6734	1.05652	116.989	120.552	2.96516	2.49466	1.05615	1.35168	1.35168	3.26666
1	SMggHH	443.13	69.0374	-0.880008	111.555	118.192	2.81435	2.31669	1.23453	1.58816	1.58816	1.11205
1	SMggHH	395.776	61.9452	-0.00260764	116.266	122.944	2.624	2.67984	1.39359	1.65096	1.65096	2.41226
1	SMggHH	759.235	22.6687	-0.690209	120.538	118.157	2.67104	3.06089	0.664736	0.649988	0.649988	2.40861
1	SMggHH	762.427	24.2513	0.991459	113.469	117.569	3.02985	0.577121	3.25374	2.77873	2.77873	2.96606
1	SMggHH	481.273	50.459	0.898491	114.462	118.288	3.06361	2.67545	1.35247	1.42459	1.42459	3.12864
1	SMggHH	631.015	139.698	-1.20885	120	111.334	3.14101	2.48213	0.728423	0.76966	0.76966	2.05708
1	SMggHH	458.968	56.7652	-0.537595	112.741	116.027	3.04912	1.09318	3.63912	2.32695	2.32695	3.02373
1	SMggHH	491.641	12.5761	1.16823	119.437	114.678	3.21435	3.27575	1.3275	1.2602	1.2602	3.0078
