0    Total                    9.70947e+09              
1    Uncategorised            8.43686e+07              
2    ResolvedCut              1.38205e+07              
3    IntermediateCut          1.288e+06                
4    BoostedCut               193.444                  
4    (Passed)                 193.432                    (193.444)
