# signal source weight pt_H0 pt_H1 pt_HH m_H0 m_H1 m_HH dR_HH dPhi_HH dEta_HH chi_HH pt_H0_sub0 pt_H0_sub1 pt_H1_sub0 pt_H1_sub1 split12_fj tau21_fj C2_fj D2_fj
1	diHiggs_LAM-3	0.0016405	334.802	22.2543	337.607	146.784	119.266	435.868	1.87939	1.47734	2.75723	3.19538	212.179	89.4651	65.6469	44.7826	79.3242	0.364146	0.224336	1.2851	
1	diHiggs_LAM-3	2.05062e-05	248.964	239.259	17.7588	101.312	126.576	679.412	3.38894	3.08065	1.45633	4.10529	200.403	64.178	186.569	64.3511	57.9897	0.15821	0.0322015	0.212475	
1	diHiggs_LAM-3	2.05062e-05	250.696	98.415	270.945	114.986	136.056	365.656	1.62131	1.55302	0.897245	1.59294	114.105	112.209	116.877	50.0369	85.063	0.358079	0.226333	1.2236	
1	diHiggs_LAM-3	2.56327e-07	256.389	230.886	53.9135	153.036	149.578	580.01	2.96683	-2.94605	0.402268	1.41978	97.0135	85.4795	178.26	69.6969	97.9022	0.428752	0.203825	0.668791	
1	diHiggs_LAM-3	0.0016405	292.276	205.876	107.688	113.171	140.717	656.399	3.11726	-2.8788	1.35319	3.30606	227.873	55.5457	111.285	96.5352	52.831	0.144492	0.0606797	0.442238	
1	diHiggs_LAM-3	2.56327e-07	260.968	201.411	92.3511	123.254	134.538	834.902	3.50916	2.8325	2.30073	7.93676	202.502	65.2156	116.476	110.442	64.7097	0.313082	0.0877852	0.438016	
1	diHiggs_LAM-3	2.56327e-07	433.701	276.091	176.44	89.219	124.706	909.696	3.22568	2.91189	1.46589	4.00594	339.997	87.7229	171.296	128.651	35.5206	0.464812	0.28679	6.90999	
1	diHiggs_LAM-3	0.0016405	306.706	85.9161	228.149	163.146	131.879	494.92	2.9131	2.78563	0.708901	2.34499	170.1	112.543	93.4788	59.7375	106.14	0.291842	0.321497	1.28545	
1	diHiggs_LAM-3	0.0016405	254.997	234.617	21.188	129.648	122.853	574.686	3.17338	3.1179	0.601338	1.80547	119.805	64.7276	177.128	86.4646	62.2632	0.434974	0.233576	1.01832	
1	diHiggs_LAM-3	0.000205062	247.985	190.396	57.595	130.502	114.589	499.145	3.13786	3.13783	0.0329641	1.01369	77.3485	63.0292	122.252	76.2974	72.3597	0.724518	0.274882	1.14888	
1	diHiggs_LAM-3	2.05062e-05	305.977	221.566	87.3413	129.869	162.963	738.626	3.32885	-3.0554	1.51737	3.74816	208.408	103.179	162.299	110.782	89.8822	0.0980287	0.0343212	0.212282	
1	diHiggs_LAM-3	2.05062e-05	668.693	295.248	373.919	91.0318	126.902	944.654	3.12821	-3.09924	0.35232	1.5292	155.775	137.956	334.347	334.347	113.896	0.037946	0.0196278	0.113875	
1	diHiggs_LAM-3	2.56327e-07	245.212	122.079	123.839	89.9152	85.1165	742.562	3.95498	-3.06521	2.72826	12.1737	140.824	118.477	80.432	58.9775	82.7272	0.075261	0.00604777	0.0494108	
1	diHiggs_LAM-3	0.0016405	330.223	254.584	80.2635	126.843	110.94	627.065	3.05049	-3.04896	0.081562	1.10159	222.277	117.017	217.184	41.7919	90.1647	0.0852477	0.0328315	0.240876	
1	diHiggs_LAM-3	2.05062e-05	208.752	151.312	106.595	105.799	97.7806	420.259	2.70163	2.63082	0.659608	1.84874	141.699	57.907	109.656	68.3994	69.1466	0.269743	0.123635	0.553474	
1	diHiggs_LAM-3	2.05062e-05	682.758	358.006	333.181	86.118	115.978	1142.65	3.15474	2.99082	0.969962	2.72827	217.302	155.925	341.379	341.379	98.8122	0.0240251	0.00593611	0.0606816	
1	diHiggs_LAM-3	3.20409e-09	367.273	173.7	194.279	142.798	144.725	616.919	3.13526	-3.07611	0.789537	1.83337	209.946	104.411	119.585	96.8324	92.0705	0.549919	0.258617	1.85614	
1	diHiggs_LAM-3	2.56327e-07	612.768	528.394	91.5889	132.983	145.956	1719	3.59913	3.07897	1.8886	6.44808	512.088	83.8198	307.124	238.657	42.2466	0.621668	0.307137	6.71857	
1	diHiggs_LAM-3	2.05062e-05	317.958	187.4	139.918	131.876	139.695	611.299	3.05119	2.9351	0.818713	2.30164	237.532	94.1616	164.548	58.314	80.7887	0.261468	0.0666575	0.427147	
