# signal source weight pt_H0 pt_H1 pt_HH m_H0 m_H1 m_HH dR_HH dPhi_HH dEta_HH pt_H0_sub0 pt_H0_sub1 pt_H1_sub0 pt_H1_sub1 split12_fj1 split12_fj2 tau21_fj1 tau21_fj2 C2_fj1 C2_fj2 D2_fj1 D2_fj2
1	diHiggs_LAM-5	9.04592e-05	523.244	492.944	33.8757	133.363	133.091	1054.47	3.1172	-3.11176	0.190697	447.11	73.0044	318.403	162.386	49.7276	81.2002	0.255174	0.22544	0.143181	0.0726559	2.30566	1.04644	
1	diHiggs_LAM-5	1.41343e-07	434.661	359.238	77.5636	123.621	152.729	1062.01	3.40886	-3.09579	1.48811	362.686	81.5745	226.169	118.867	57.5803	102.737	0.182942	0.351007	0.043652	0.123746	0.565975	0.739641	
1	diHiggs_LAM-5	1.13074e-06	343.081	258.14	98.0739	134.442	121.543	695.546	3.0753	-2.97666	0.782617	246.975	61.8066	149.16	92.3649	81.6896	83.8055	0.239531	0.182489	0.0590902	0.13791	0.418162	0.682658	
1	diHiggs_LAM-5	9.04592e-05	499.163	483.127	51.1226	126.816	149.394	1020.6	3.0442	3.0427	0.0953738	374.925	137.068	273.383	226.211	72.9083	132.641	0.274586	0.136411	0.0232687	0.0559285	0.379087	0.622598	
1	diHiggs_LAM-5	9.04592e-05	295.563	262.19	173.695	128.274	133.245	672.07	2.70898	2.51927	1.09143	235.151	54.9367	170.776	90.7957	61.6442	89.0929	0.398356	0.0962238	0.221479	0.0717507	1.30124	0.31197	
1	diHiggs_LAM-5	9.04592e-05	451.323	298.864	201.575	130.213	125.632	1181.2	3.40604	-2.78059	2.05609	250.072	210.63	245.272	62.4081	114.83	62.2818	0.11159	0	0.0555174	0	0.703796	0	
1	diHiggs_LAM-5	1.13074e-05	397.005	290.111	409.935	127.488	116.308	673.175	2.06018	-1.89661	0.852184	239.649	172.628	114.745	102.901	107.397	62.1946	0.0746564	0.444472	0.0144354	0.130771	0.149733	0.892232	
1	diHiggs_LAM-5	1.13074e-06	306.355	222.405	97.1292	150.939	116.872	585.422	2.95571	-2.95417	0.0850124	172.851	113.977	121.556	72.5694	109.227	87.8098	0.29223	0.466512	0.207441	0.256196	0.949482	1.0826	
1	diHiggs_LAM-5	1.13074e-06	422.436	255.041	443.717	125.83	138.538	633.907	1.91914	-1.78885	0.770637	345.226	61.9833	139.766	127.825	45.9142	123.069	0.301089	0.0836162	0.0625952	0.132749	0.78941	0.548742	
1	diHiggs_LAM-5	9.04592e-05	326.138	220.604	205.029	142.96	99.209	1105.52	3.53235	2.47392	2.67205	184.535	151.46	136.84	87.2491	130.261	78.2432	0.0424019	0.0603041	0.00477277	0.0400662	0.0272934	0.220788	
1	diHiggs_LAM-5	1.13074e-06	375.974	297.283	384.059	139.313	125.474	685.234	2.11543	1.94751	0.85919	317.403	58.3518	112.035	88.4142	56.4384	81.9112	0.157798	0.532525	0.151392	0.146971	1.1829	0.924262	
1	diHiggs_LAM-5	1.41343e-08	339.608	259.131	257.076	150.424	99.7343	619.33	2.35121	-2.29336	0.544262	175.164	77.2333	158.144	88.417	65.6156	72.8186	0.521187	0.154171	0.25979	0.0690462	1.46926	0.497809	
1	diHiggs_LAM-5	1.13074e-06	316.212	295.871	69.3925	118.051	86.5541	642.144	2.92444	2.92426	0.0226243	175.965	84.7245	185.001	74.4318	60.6871	52.2107	0.384507	0.510151	0.0650906	0.135144	0.502507	1.68016	
1	diHiggs_LAM-5	1.41343e-08	361.704	319.608	58.3431	160.767	156.003	1202.99	3.6809	-3.02271	2.25598	180.624	157.209	221.167	96.3642	135.832	94.1053	0.289249	0.267177	0.185598	0.113331	1.07013	0.523099	
1	diHiggs_LAM-5	1.13074e-05	294.657	288.864	5.95075	135.03	132.839	658.475	3.16926	-3.13692	0.457707	196.003	71.5121	207.507	83.1352	66.7248	85.9835	0.44452	0.109516	0.204728	0.070003	1.07576	0.367162	
1	diHiggs_LAM-5	1.13074e-06	222.757	215.875	43.489	104.242	107.446	523.803	3.04966	-2.94546	0.84827	109.271	57.3464	147.148	84.8615	48.7276	83.9799	0.416074	0.057898	0.253321	0.0372229	1.30674	0.1743	
1	diHiggs_LAM-5	9.04592e-05	272.2	262.277	46.1773	138.676	133.061	706.49	3.20026	-2.9726	1.28029	121.006	70.2487	131.633	107.998	61.6389	114.132	0.562558	0.123869	0.294104	0.161749	1.31007	0.695374	
1	diHiggs_LAM-5	1.41343e-08	472.629	413.413	400.296	122.193	117.977	924.015	2.37963	2.21296	0.903718	364.092	104.582	317.653	103.017	66.1798	60.1596	0.191678	0.431023	0.0299301	0.065134	0.469189	0.841173	
